"","source","term_id","term_name","intersection_size","term_size","p_value"
"152","GO:BP","GO:1905037","autophagosome organization",53,120,9.00155807432213e-09
"153","GO:BP","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",24,35,1.06861173229649e-08
"154","GO:BP","GO:1901873","regulation of post-translational protein modification",88,246,1.17441399622249e-08
"155","GO:BP","GO:0038202","TORC1 signaling",46,98,1.19703839736356e-08
"156","GO:BP","GO:0032502","developmental process",1378,6478,1.28186986147206e-08
"157","GO:BP","GO:0001701","in utero embryonic development",130,412,1.31360875430867e-08
"158","GO:BP","GO:0060261","positive regulation of transcription initiation by RNA polymerase II",34,62,1.44072858411274e-08
"159","GO:BP","GO:0000278","mitotic cell cycle",243,897,1.45891633901266e-08
"160","GO:BP","GO:0060260","regulation of transcription initiation by RNA polymerase II",38,74,1.6540288469856e-08
"161","GO:BP","GO:0051338","regulation of transferase activity",160,539,1.96067180014081e-08
"162","GO:BP","GO:1903320","regulation of protein modification by small protein conjugation or removal",86,241,2.05698328229763e-08
"163","GO:BP","GO:0007034","vacuolar transport",67,171,2.05698328229763e-08
"164","GO:BP","GO:0034243","regulation of transcription elongation by RNA polymerase II",42,87,2.31716413926059e-08
"165","GO:BP","GO:1901796","regulation of signal transduction by p53 class mediator",49,110,2.84482371023356e-08
"166","GO:BP","GO:0072655","establishment of protein localization to mitochondrion",52,120,2.85328670496845e-08
"167","GO:BP","GO:0033043","regulation of organelle organization",295,1139,3.17919894478611e-08
"168","GO:BP","GO:0009267","cellular response to starvation",68,177,3.99827672599464e-08
"169","GO:BP","GO:0070585","protein localization to mitochondrion",54,128,4.34215278434978e-08
"170","GO:BP","GO:0051168","nuclear export",65,167,4.98313669828611e-08
"171","GO:BP","GO:0051716","cellular response to stimulus",1534,7320,5.23028801203505e-08
"172","GO:BP","GO:0043065","positive regulation of apoptotic process",153,517,5.69879264961073e-08
"173","GO:BP","GO:1904029","regulation of cyclin-dependent protein kinase activity",41,86,5.74316066430824e-08
"174","GO:BP","GO:0006401","RNA catabolic process",102,308,5.79719757344852e-08
"175","GO:BP","GO:0001510","RNA methylation",40,83,6.04912746131162e-08
"176","GO:BP","GO:0006403","RNA localization",73,197,6.07187861142475e-08
"177","GO:BP","GO:0050821","protein stabilization",78,216,6.62058148172774e-08
"178","GO:BP","GO:0070848","response to growth factor",198,713,7.47745821861149e-08
"179","GO:BP","GO:0061136","regulation of proteasomal protein catabolic process",73,198,7.74038353512297e-08
"180","GO:BP","GO:0043068","positive regulation of programmed cell death",156,533,8.79871010544633e-08
"181","GO:BP","GO:0141124","intracellular signaling cassette",454,1895,8.79871010544633e-08
"182","GO:BP","GO:0007041","lysosomal transport",55,134,9.51385725940278e-08
"183","GO:BP","GO:0045732","positive regulation of protein catabolic process",77,214,9.86153155308635e-08
"184","GO:BP","GO:0141188","nucleic acid catabolic process",108,335,9.97173244751826e-08
"185","GO:BP","GO:0048584","positive regulation of response to stimulus",536,2293,1.14631606017608e-07
"186","GO:BP","GO:0034504","protein localization to nucleus",103,316,1.19819017073462e-07
"187","GO:BP","GO:0032259","methylation",82,234,1.23115144888057e-07
"188","GO:BP","GO:0031400","negative regulation of protein modification process",117,373,1.29248546748646e-07
"189","GO:BP","GO:0000209","protein polyubiquitination",90,266,1.54521305085844e-07
"190","GO:BP","GO:0006626","protein targeting to mitochondrion",46,105,1.61584709932079e-07
"191","GO:BP","GO:0016311","dephosphorylation",80,228,1.75784791398479e-07
"192","GO:BP","GO:0051123","RNA polymerase II preinitiation complex assembly",35,70,1.75784791398479e-07
"193","GO:BP","GO:0051052","regulation of DNA metabolic process",145,492,1.88527350416695e-07
"194","GO:BP","GO:0071363","cellular response to growth factor stimulus",189,682,1.95034990698022e-07
"195","GO:BP","GO:0032880","regulation of protein localization",236,891,1.98075040202755e-07
"196","GO:BP","GO:0050793","regulation of developmental process",567,2453,2.03310874733296e-07
"197","GO:BP","GO:0070897","transcription preinitiation complex assembly",39,83,2.16952017286741e-07
"198","GO:BP","GO:0009719","response to endogenous stimulus",363,1478,2.34419339136017e-07
"199","GO:BP","GO:0043484","regulation of RNA splicing",69,188,2.42503297119652e-07
"200","GO:BP","GO:0006281","DNA repair",172,610,2.47012942128029e-07
"201","GO:BP","GO:0007275","multicellular organism development",1009,4658,2.47012942128029e-07
"202","GO:BP","GO:1904263","positive regulation of TORC1 signaling",29,53,2.55706843258702e-07
"203","GO:BP","GO:1903050","regulation of proteolysis involved in protein catabolic process",82,238,2.79357680341596e-07
"204","GO:BP","GO:0032879","regulation of localization",473,2005,3.07356936499969e-07
"205","GO:BP","GO:0006367","transcription initiation at RNA polymerase II promoter",61,160,3.44093942231224e-07
"206","GO:BP","GO:0009790","embryo development",287,1130,3.6700596692749e-07
"207","GO:BP","GO:0032784","regulation of DNA-templated transcription elongation",44,101,4.00929784504386e-07
"208","GO:BP","GO:0009451","RNA modification",64,172,4.46396017773953e-07
"209","GO:BP","GO:0006903","vesicle targeting",33,66,4.52350608769335e-07
"210","GO:BP","GO:0044088","regulation of vacuole organization",30,57,4.53350900329903e-07
"211","GO:BP","GO:0043549","regulation of kinase activity",138,469,4.5857186458006e-07
"212","GO:BP","GO:0016032","viral process",128,427,4.64554978714363e-07
"213","GO:BP","GO:0032006","regulation of TOR signaling",57,147,5.01567794244845e-07
"214","GO:BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",38,82,5.08481863677622e-07
"215","GO:BP","GO:0045859","regulation of protein kinase activity",130,438,6.81643649443258e-07
"216","GO:BP","GO:0048856","anatomical structure development",1251,5924,8.38860243547119e-07
"217","GO:BP","GO:0022402","cell cycle process",317,1280,9.04901199119777e-07
"218","GO:BP","GO:0022406","membrane docking",40,90,9.04901199119777e-07
"219","GO:BP","GO:0007040","lysosome organization",46,111,1.15919515470454e-06
"220","GO:BP","GO:0080171","lytic vacuole organization",46,111,1.15919515470454e-06
"221","GO:BP","GO:0042594","response to starvation",75,218,1.21482238509258e-06
"222","GO:BP","GO:0035891","exit from host cell",20,31,1.25543163835625e-06
"223","GO:BP","GO:0019076","viral release from host cell",20,31,1.25543163835625e-06
"224","GO:BP","GO:0009792","embryo development ending in birth or egg hatching",187,690,1.25543163835625e-06
"225","GO:BP","GO:0071495","cellular response to endogenous stimulus",302,1215,1.33395716261109e-06
"226","GO:BP","GO:0098876","vesicle-mediated transport to the plasma membrane",57,151,1.45206146844304e-06
"227","GO:BP","GO:0007005","mitochondrion organization",126,427,1.55549146971651e-06
"228","GO:BP","GO:0006900","vesicle budding from membrane",37,82,1.79193828426184e-06
"229","GO:BP","GO:1901800","positive regulation of proteasomal protein catabolic process",47,116,1.82733052670739e-06
"230","GO:BP","GO:0008033","tRNA processing",53,138,2.1957796561277e-06
"231","GO:BP","GO:0032456","endocytic recycling",38,86,2.32694712188672e-06
"232","GO:BP","GO:0030488","tRNA methylation",23,40,2.4986635905386e-06
"233","GO:BP","GO:0006400","tRNA modification",40,93,2.58670235316767e-06
"234","GO:BP","GO:0030162","regulation of proteolysis",127,435,2.61555603003969e-06
"235","GO:BP","GO:1903311","regulation of mRNA metabolic process",95,303,3.2944079619518e-06
"236","GO:BP","GO:0006399","tRNA metabolic process",71,208,3.77793418242385e-06
"237","GO:BP","GO:0006406","mRNA export from nucleus",33,71,3.85442096150597e-06
"238","GO:BP","GO:1903047","mitotic cell cycle process",197,747,4.57452045479757e-06
"239","GO:BP","GO:0009987","cellular process",3836,20203,4.71745664084992e-06
"240","GO:BP","GO:0006383","transcription by RNA polymerase III",30,62,4.76034667820184e-06
"241","GO:BP","GO:0031929","TOR signaling",60,167,4.76645918363672e-06
"242","GO:BP","GO:0042325","regulation of phosphorylation",242,954,5.48454140619822e-06
"243","GO:BP","GO:0097190","apoptotic signaling pathway",165,606,5.48454140619822e-06
"244","GO:BP","GO:1903052","positive regulation of proteolysis involved in protein catabolic process",52,138,5.67955495526297e-06
"245","GO:BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator",35,79,6.74321307375101e-06
"246","GO:BP","GO:0042273","ribosomal large subunit biogenesis",31,66,6.74473407733822e-06
"247","GO:BP","GO:0006906","vesicle fusion",46,117,6.8403230257858e-06
"248","GO:BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process",62,177,8.19281958299123e-06
"249","GO:BP","GO:0045595","regulation of cell differentiation",373,1577,9.2206990564962e-06
"250","GO:BP","GO:0043009","chordate embryonic development",178,669,9.50307972491035e-06
"251","GO:BP","GO:0140056","organelle localization by membrane tethering",35,80,9.60390168738717e-06
"252","GO:BP","GO:0070646","protein modification by small protein removal",53,144,1.01395074808169e-05
"253","GO:BP","GO:0000910","cytokinesis",65,190,1.10950440969054e-05
"254","GO:BP","GO:0090174","organelle membrane fusion",46,119,1.19443565478477e-05
"255","GO:BP","GO:0008654","phospholipid biosynthetic process",81,254,1.23633912972767e-05
"256","GO:BP","GO:0007167","enzyme-linked receptor protein signaling pathway",241,959,1.23823617651527e-05
"257","GO:BP","GO:0065004","protein-DNA complex assembly",77,238,1.24844097739144e-05
"258","GO:BP","GO:0008333","endosome to lysosome transport",32,71,1.33393177524415e-05
"259","GO:BP","GO:0044090","positive regulation of vacuole organization",16,24,1.42161511479024e-05
"260","GO:BP","GO:0001932","regulation of protein phosphorylation",228,901,1.45744932205962e-05
"261","GO:BP","GO:0006282","regulation of DNA repair",71,215,1.4647629097107e-05
"262","GO:BP","GO:0036258","multivesicular body assembly",19,32,1.59629434717214e-05
"263","GO:BP","GO:0099022","vesicle tethering",19,32,1.59629434717214e-05
"264","GO:BP","GO:0009628","response to abiotic stimulus",277,1130,1.59629434717214e-05
"265","GO:BP","GO:0051130","positive regulation of cellular component organization",269,1093,1.64662180777605e-05
"266","GO:BP","GO:0042770","signal transduction in response to DNA damage",66,196,1.65387347254528e-05
"267","GO:BP","GO:0030154","cell differentiation",935,4381,1.67164877922575e-05
"268","GO:BP","GO:0048869","cellular developmental process",935,4382,1.73800108748807e-05
"269","GO:BP","GO:0044093","positive regulation of molecular function",240,959,1.76612439917049e-05
"270","GO:BP","GO:0009411","response to UV",55,154,1.76612439917049e-05
"271","GO:BP","GO:0048284","organelle fusion",56,158,1.84327952154407e-05
"272","GO:BP","GO:0032786","positive regulation of DNA-templated transcription, elongation",28,59,1.84327952154407e-05
"273","GO:BP","GO:0032200","telomere organization",65,193,1.95201417230792e-05
"274","GO:BP","GO:0009967","positive regulation of signal transduction",368,1566,2.03921969166022e-05
"275","GO:BP","GO:0032968","positive regulation of transcription elongation by RNA polymerase II",25,50,2.14821354868962e-05
"276","GO:BP","GO:0023056","positive regulation of signaling",413,1784,2.15880599263955e-05
"277","GO:BP","GO:0001933","negative regulation of protein phosphorylation",84,270,2.22642248386289e-05
"278","GO:BP","GO:0071897","DNA biosynthetic process",62,182,2.22642248386289e-05
"279","GO:BP","GO:0032386","regulation of intracellular transport",83,266,2.24925761987427e-05
"280","GO:BP","GO:0006661","phosphatidylinositol biosynthetic process",48,129,2.28221596509682e-05
"281","GO:BP","GO:0031396","regulation of protein ubiquitination",66,198,2.36892845534588e-05
"282","GO:BP","GO:0010563","negative regulation of phosphorus metabolic process",98,329,2.5174524839868e-05
"283","GO:BP","GO:0045936","negative regulation of phosphate metabolic process",98,329,2.5174524839868e-05
"284","GO:BP","GO:0007346","regulation of mitotic cell cycle",137,497,2.58567262424842e-05
"285","GO:BP","GO:0006413","translational initiation",47,126,2.68124604153258e-05
"286","GO:BP","GO:0044770","cell cycle phase transition",146,537,2.68124604153258e-05
"287","GO:BP","GO:0071824","protein-DNA complex organization",81,259,2.68177684252857e-05
"288","GO:BP","GO:0097352","autophagosome maturation",28,60,2.68193880644528e-05
"289","GO:BP","GO:0044087","regulation of cellular component biogenesis",240,965,2.76070227486977e-05
"290","GO:BP","GO:0036257","multivesicular body organization",19,33,2.82305883052249e-05
"291","GO:BP","GO:0006360","transcription by RNA polymerase I",31,70,2.89250569162929e-05
"292","GO:BP","GO:0009890","negative regulation of biosynthetic process",626,2838,2.9240407305418e-05
"293","GO:BP","GO:1900180","regulation of protein localization to nucleus",53,149,3.01595588816648e-05
"294","GO:BP","GO:0000956","nuclear-transcribed mRNA catabolic process",46,123,3.12878073362441e-05
"295","GO:BP","GO:0051348","negative regulation of transferase activity",61,180,3.14876199215228e-05
"296","GO:BP","GO:0006901","vesicle coating",21,39,3.31447110858603e-05
"297","GO:BP","GO:0090148","membrane fission",23,45,3.40760553200442e-05
"298","GO:BP","GO:0006405","RNA export from nucleus",37,91,3.40760553200442e-05
"299","GO:BP","GO:0051301","cell division",172,656,3.47531170920365e-05
"300","GO:BP","GO:0019220","regulation of phosphate metabolic process",262,1071,3.47531170920365e-05
"301","GO:BP","GO:0051174","regulation of phosphorus metabolic process",262,1072,3.75054019574514e-05
"302","GO:BP","GO:0050684","regulation of mRNA processing",49,135,3.80494688137946e-05
"303","GO:BP","GO:0031667","response to nutrient levels",137,501,3.91442693171941e-05
"304","GO:BP","GO:0050657","nucleic acid transport",55,158,3.98532103108368e-05
"305","GO:BP","GO:0050658","RNA transport",55,158,3.98532103108368e-05
"306","GO:BP","GO:0050896","response to stimulus",1816,8993,4.18063225814861e-05
"307","GO:BP","GO:0051028","mRNA transport",47,128,4.21265992293815e-05
"308","GO:BP","GO:2001233","regulation of apoptotic signaling pathway",109,380,4.28644649099623e-05
"309","GO:BP","GO:1902774","late endosome to lysosome transport",15,23,4.28644649099623e-05
"310","GO:BP","GO:0043085","positive regulation of catalytic activity",163,618,4.36840518148614e-05
"311","GO:BP","GO:0010647","positive regulation of cell communication",410,1783,4.44503445345781e-05
"312","GO:BP","GO:0045862","positive regulation of proteolysis",74,234,4.58475587897248e-05
"313","GO:BP","GO:0010638","positive regulation of organelle organization",132,481,4.81643084531248e-05
"314","GO:BP","GO:1901797","negative regulation of signal transduction by p53 class mediator",19,34,4.87137278617069e-05
"315","GO:BP","GO:0042326","negative regulation of phosphorylation",87,288,4.94270064950007e-05
"316","GO:BP","GO:2000785","regulation of autophagosome assembly",23,46,5.28381234926033e-05
"317","GO:BP","GO:0010558","negative regulation of macromolecule biosynthetic process",610,2772,5.32283332166857e-05
"318","GO:BP","GO:0009895","negative regulation of catabolic process",102,352,5.45763920216013e-05
"319","GO:BP","GO:0009314","response to radiation",120,430,5.7088687636386e-05
"320","GO:BP","GO:0016239","positive regulation of macroautophagy",33,79,5.89686523085342e-05
"321","GO:BP","GO:1902533","positive regulation of intracellular signal transduction",268,1108,6.427780892035e-05
"322","GO:BP","GO:0032543","mitochondrial translation",47,130,6.65426772464934e-05
"323","GO:BP","GO:0006469","negative regulation of protein kinase activity",52,149,6.66850076257699e-05
"324","GO:BP","GO:1903829","positive regulation of protein localization",134,493,6.74874490148448e-05
"325","GO:BP","GO:0006414","translational elongation",32,76,6.74874490148448e-05
