"","source","term_id","term_name","intersection_size","term_size","p_value"
"28","GO:BP","GO:0030003","intracellular monoatomic cation homeostasis",28,521,2.04005736850075e-05
"29","GO:BP","GO:0006873","intracellular monoatomic ion homeostasis",28,530,2.79936786608382e-05
"30","GO:BP","GO:0055080","monoatomic cation homeostasis",30,598,2.96391224871387e-05
"31","GO:BP","GO:0050801","monoatomic ion homeostasis",30,608,4.08461687507709e-05
"32","GO:BP","GO:0002521","leukocyte differentiation",30,632,8.6803635139304e-05
"33","GO:BP","GO:0098771","inorganic ion homeostasis",27,531,8.6803635139304e-05
"34","GO:BP","GO:0048856","anatomical structure development",145,5924,8.69999181952651e-05
"35","GO:BP","GO:0051179","localization",137,5521,0.00010002719179965
"36","GO:BP","GO:0099536","synaptic signaling",34,783,0.00010499272546687
"37","GO:BP","GO:0015711","organic anion transport",24,442,0.00010499272546687
"38","GO:BP","GO:0006813","potassium ion transport",17,238,0.000109569355150534
"39","GO:BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",10,79,0.000122274809129804
"40","GO:BP","GO:0055074","calcium ion homeostasis",20,326,0.000127101681495412
"41","GO:BP","GO:0055082","intracellular chemical homeostasis",32,723,0.000133224933202916
"42","GO:BP","GO:0048232","male gamete generation",30,654,0.00013788212431642
"43","GO:BP","GO:0048878","chemical homeostasis",40,1026,0.000142328336111561
"44","GO:BP","GO:0006874","intracellular calcium ion homeostasis",19,302,0.000148055021241602
"45","GO:BP","GO:0023052","signaling",153,6471,0.000226784453936817
"46","GO:BP","GO:0042592","homeostatic process",56,1711,0.000240823825328756
"47","GO:BP","GO:0065007","biological regulation",260,12671,0.00025178570121714
"48","GO:BP","GO:0007154","cell communication",153,6496,0.000271037112132241
"49","GO:BP","GO:0003006","developmental process involved in reproduction",39,1022,0.000285998648351994
"50","GO:BP","GO:0022414","reproductive process",52,1556,0.000295548243533979
"51","GO:BP","GO:0099537","trans-synaptic signaling",32,759,0.000298589179360726
"52","GO:BP","GO:0050957","equilibrioception",4,8,0.000516716158630391
"53","GO:BP","GO:0007283","spermatogenesis",28,637,0.000559242751478311
"54","GO:BP","GO:0050851","antigen receptor-mediated signaling pathway",14,192,0.000561347460287952
"55","GO:BP","GO:0002429","immune response-activating cell surface receptor signaling pathway",18,306,0.000572671076090083
"56","GO:BP","GO:0019725","cellular homeostasis",33,826,0.000590345965457086
"57","GO:BP","GO:0098916","anterograde trans-synaptic signaling",31,753,0.000595169428975709
"58","GO:BP","GO:0051480","regulation of cytosolic calcium ion concentration",8,59,0.000595169428975709
"59","GO:BP","GO:0007268","chemical synaptic transmission",31,753,0.000595169428975709
"60","GO:BP","GO:0050877","nervous system process",49,1489,0.000742936892868397
"61","GO:BP","GO:0010951","negative regulation of endopeptidase activity",6,31,0.000983949850050183
"62","GO:BP","GO:0007186","G protein-coupled receptor signaling pathway",43,1275,0.00149415218619468
"63","GO:BP","GO:0071805","potassium ion transmembrane transport",14,213,0.00156160538879833
"64","GO:BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway",18,334,0.001582263830118
"65","GO:BP","GO:0007275","multicellular organism development",114,4658,0.001582263830118
"66","GO:BP","GO:0006816","calcium ion transport",21,433,0.00159436005315131
"67","GO:BP","GO:0015747","urate transport",4,11,0.00181453398300998
"68","GO:BP","GO:0019722","calcium-mediated signaling",14,218,0.00187224410238244
"69","GO:BP","GO:0007155","cell adhesion",48,1511,0.001991021642702
"70","GO:BP","GO:0060348","bone development",14,220,0.00201186266264359
"71","GO:BP","GO:0010817","regulation of hormone levels",24,548,0.00205213972595943
"72","GO:BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",10,116,0.00213569846114923
"73","GO:BP","GO:0009581","detection of external stimulus",11,142,0.00232776167903927
"74","GO:BP","GO:0007610","behavior",27,665,0.00236955898720694
"75","GO:BP","GO:0060004","reflex",5,23,0.00239977320164473
"76","GO:BP","GO:0019953","sexual reproduction",38,1103,0.00240382757937507
"77","GO:BP","GO:0048609","multicellular organismal reproductive process",35,980,0.00240382757937507
"78","GO:BP","GO:0007276","gamete generation",31,822,0.00244081651104058
"79","GO:BP","GO:0140013","meiotic nuclear division",13,198,0.0024736777600212
"80","GO:BP","GO:0050805","negative regulation of synaptic transmission",7,55,0.00247652597305549
"81","GO:BP","GO:0009582","detection of abiotic stimulus",11,145,0.00254345017450449
"82","GO:BP","GO:1903131","mononuclear cell differentiation",23,529,0.00290281256311545
"83","GO:BP","GO:0060078","regulation of postsynaptic membrane potential",11,148,0.00295858903002098
"84","GO:BP","GO:0051716","cellular response to stimulus",162,7320,0.00295858903002098
"85","GO:BP","GO:1902105","regulation of leukocyte differentiation",17,325,0.00296013616849412
"86","GO:BP","GO:0048731","system development",99,3985,0.00299408002160033
"87","GO:BP","GO:0048513","animal organ development",80,3047,0.00316803155562209
"88","GO:BP","GO:0006869","lipid transport",20,431,0.00345608143242225
"89","GO:BP","GO:0042391","regulation of membrane potential",20,433,0.00364123879900688
"90","GO:BP","GO:0046631","alpha-beta T cell activation",12,181,0.00388561320336627
"91","GO:BP","GO:0002366","leukocyte activation involved in immune response",16,305,0.00441412851287866
"92","GO:BP","GO:0009605","response to external stimulus",65,2367,0.00483934627449613
"93","GO:BP","GO:1901700","response to oxygen-containing compound",49,1632,0.00496269708361231
"94","GO:BP","GO:0002263","cell activation involved in immune response",16,309,0.00497340665404693
"95","GO:BP","GO:0006817","phosphate ion transport",5,28,0.00515554202958698
"96","GO:BP","GO:0046942","carboxylic acid transport",17,344,0.00524946061749202
"97","GO:BP","GO:0014070","response to organic cyclic compound",32,909,0.00532550116622404
"98","GO:BP","GO:0015849","organic acid transport",17,345,0.00532550116622404
"99","GO:BP","GO:0010466","negative regulation of peptidase activity",6,45,0.00547468305364408
"100","GO:BP","GO:0008283","cell population proliferation",57,2009,0.00549455442273625
"101","GO:BP","GO:1903046","meiotic cell cycle process",13,220,0.00565398077961802
"102","GO:BP","GO:0021879","forebrain neuron differentiation",6,46,0.00602294664682605
"103","GO:BP","GO:0035249","synaptic transmission, glutamatergic",9,112,0.00635090492903015
"104","GO:BP","GO:0045588","positive regulation of gamma-delta T cell differentiation",3,7,0.00758669996480178
"105","GO:BP","GO:0051321","meiotic cell cycle",15,294,0.00857234594087074
"106","GO:BP","GO:0042127","regulation of cell population proliferation",49,1682,0.00894564052739357
"107","GO:BP","GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production",4,18,0.0093273566456423
"108","GO:BP","GO:0032604","granulocyte macrophage colony-stimulating factor production",4,18,0.0093273566456423
"109","GO:BP","GO:0050853","B cell receptor signaling pathway",7,71,0.0093273566456423
"110","GO:BP","GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin",4,18,0.0093273566456423
"111","GO:BP","GO:0030098","lymphocyte differentiation",19,438,0.00987253200643648
"112","GO:BP","GO:0098609","cell-cell adhesion",32,948,0.00990544973903981
"113","GO:BP","GO:0050789","regulation of biological process",244,12278,0.0101523912689577
"114","GO:BP","GO:0006968","cellular defense response",6,52,0.010739951391923
"115","GO:BP","GO:0046645","positive regulation of gamma-delta T cell activation",3,8,0.0108374376521195
"116","GO:BP","GO:0010876","lipid localization",20,480,0.0110204387047361
"117","GO:BP","GO:0009628","response to abiotic stimulus",36,1130,0.0110843219907592
"118","GO:BP","GO:0003008","system process",61,2266,0.0110843219907592
"119","GO:BP","GO:0070588","calcium ion transmembrane transport",16,339,0.0110843219907592
"120","GO:BP","GO:0021630","olfactory nerve maturation",2,2,0.0110843219907592
"121","GO:BP","GO:0036368","cone photoresponse recovery",2,2,0.0110843219907592
"122","GO:BP","GO:2000473","positive regulation of hematopoietic stem cell migration",2,2,0.0110843219907592
"123","GO:BP","GO:0015741","fumarate transport",2,2,0.0110843219907592
"124","GO:BP","GO:0015913","short-chain fatty acid transmembrane transport",2,2,0.0110843219907592
"125","GO:BP","GO:2000471","regulation of hematopoietic stem cell migration",2,2,0.0110843219907592
"126","GO:BP","GO:0042445","hormone metabolic process",13,243,0.0120073617786655
"127","GO:BP","GO:0042221","response to chemical",93,3867,0.0120919580348238
"128","GO:BP","GO:0040020","regulation of meiotic nuclear division",5,36,0.0128634613424307
"129","GO:BP","GO:0030097","hemopoiesis",32,971,0.0128634613424307
"130","GO:BP","GO:0050982","detection of mechanical stimulus",6,55,0.0128634613424307
"131","GO:BP","GO:0030217","T cell differentiation",15,312,0.0128634613424307
"132","GO:BP","GO:0007140","male meiotic nuclear division",6,55,0.0128634613424307
"133","GO:BP","GO:0045586","regulation of gamma-delta T cell differentiation",3,9,0.0136711449253513
"134","GO:BP","GO:0030450","regulation of complement activation, classical pathway",3,9,0.0136711449253513
"135","GO:BP","GO:0021872","forebrain generation of neurons",6,56,0.0136711449253513
"136","GO:BP","GO:0001501","skeletal system development",21,536,0.0150727717061581
"137","GO:BP","GO:1903708","positive regulation of hemopoiesis",11,189,0.0154588838544486
"138","GO:BP","GO:1902107","positive regulation of leukocyte differentiation",11,189,0.0154588838544486
"139","GO:BP","GO:0048518","positive regulation of biological process",137,6235,0.0156566602366216
"140","GO:BP","GO:0007127","meiosis I",9,132,0.0159817010984321
"141","GO:BP","GO:0002683","negative regulation of immune system process",20,502,0.0160549372184599
"142","GO:BP","GO:0007166","cell surface receptor signaling pathway",71,2803,0.0160959958973012
"143","GO:BP","GO:0048485","sympathetic nervous system development",4,22,0.0161083540827945
"144","GO:BP","GO:0046629","gamma-delta T cell activation",4,22,0.0161083540827945
"145","GO:BP","GO:0002253","activation of immune response",21,543,0.0167324574493241
"146","GO:BP","GO:0009887","animal organ morphogenesis",33,1037,0.0172766476676539
"147","GO:BP","GO:0046643","regulation of gamma-delta T cell activation",3,10,0.0175876001097585
"148","GO:BP","GO:2001204","regulation of osteoclast development",3,10,0.0175876001097585
"149","GO:BP","GO:0009410","response to xenobiotic stimulus",18,436,0.0191160227711577
"150","GO:BP","GO:0070372","regulation of ERK1 and ERK2 cascade",14,295,0.0200265908024419
"151","GO:BP","GO:0002757","immune response-activating signaling pathway",19,477,0.0205386969529872
"152","GO:BP","GO:0098657","import into cell",30,921,0.0205386969529872
"153","GO:BP","GO:0032623","interleukin-2 production",6,62,0.0207842272763239
"154","GO:BP","GO:0032663","regulation of interleukin-2 production",6,62,0.0207842272763239
"155","GO:BP","GO:0050852","T cell receptor signaling pathway",9,139,0.0209945367930411
"156","GO:BP","GO:1903306","negative regulation of regulated secretory pathway",4,24,0.0210206996748551
"157","GO:BP","GO:0001775","cell activation",34,1098,0.021370938248735
"158","GO:BP","GO:0042110","T cell activation",21,558,0.021772334355808
"159","GO:BP","GO:0009266","response to temperature stimulus",10,170,0.0220842903500795
"160","GO:BP","GO:1903977","positive regulation of glial cell migration",3,11,0.0220842903500795
"161","GO:BP","GO:0007165","signal transduction",131,5979,0.0222552753524817
"162","GO:BP","GO:0061982","meiosis I cell cycle process",9,141,0.0222552753524817
"163","GO:BP","GO:0072244","metanephric glomerular epithelium development",2,3,0.0229561475799432
"164","GO:BP","GO:0072248","metanephric podocyte differentiation",2,3,0.0229561475799432
"165","GO:BP","GO:0021953","central nervous system neuron differentiation",11,203,0.0229561475799432
"166","GO:BP","GO:0072249","metanephric podocyte development",2,3,0.0229561475799432
"167","GO:BP","GO:0010481","epidermal cell division",2,3,0.0229561475799432
"168","GO:BP","GO:0046634","regulation of alpha-beta T cell activation",8,115,0.0229561475799432
"169","GO:BP","GO:0072312","metanephric glomerular epithelial cell differentiation",2,3,0.0229561475799432
"170","GO:BP","GO:0021605","cranial nerve maturation",2,3,0.0229561475799432
"171","GO:BP","GO:0010482","regulation of epidermal cell division",2,3,0.0229561475799432
"172","GO:BP","GO:0006311","meiotic gene conversion",2,3,0.0229561475799432
"173","GO:BP","GO:0071486","cellular response to high light intensity",2,3,0.0229561475799432
"174","GO:BP","GO:0033563","dorsal/ventral axon guidance",2,3,0.0229561475799432
"175","GO:BP","GO:0035270","endocrine system development",9,142,0.0229561475799432
"176","GO:BP","GO:0015912","short-chain fatty acid transport",2,3,0.0229561475799432
"177","GO:BP","GO:0072313","metanephric glomerular epithelial cell development",2,3,0.0229561475799432
"178","GO:BP","GO:0048871","multicellular organismal-level homeostasis",27,809,0.0229561475799432
"179","GO:BP","GO:0070543","response to linoleic acid",2,3,0.0229561475799432
"180","GO:BP","GO:0048562","embryonic organ morphogenesis",14,305,0.023063791682663
"181","GO:BP","GO:0045494","photoreceptor cell maintenance",5,44,0.0238662769974504
"182","GO:BP","GO:0141124","intracellular signaling cassette",51,1895,0.024060863252699
"183","GO:BP","GO:0002704","negative regulation of leukocyte mediated immunity",6,66,0.0244029122995194
"184","GO:BP","GO:0021895","cerebral cortex neuron differentiation",4,26,0.0244029122995194
"185","GO:BP","GO:0030900","forebrain development",17,417,0.0248594192582829
"186","GO:BP","GO:0071695","anatomical structure maturation",13,274,0.0248849638840962
"187","GO:BP","GO:0044341","sodium-dependent phosphate transport",3,12,0.0248849638840962
"188","GO:BP","GO:0014074","response to purine-containing compound",9,147,0.0257892318438258
"189","GO:BP","GO:1903706","regulation of hemopoiesis",17,420,0.0263030792286887
"190","GO:BP","GO:0045582","positive regulation of T cell differentiation",8,119,0.026382753138787
"191","GO:BP","GO:0045321","leukocyte activation",30,951,0.0268805477492685
"192","GO:BP","GO:0007420","brain development",25,739,0.0268805477492685
"193","GO:BP","GO:0007263","nitric oxide mediated signal transduction",4,27,0.0269433404176092
"194","GO:BP","GO:0045597","positive regulation of cell differentiation",28,866,0.0269606455216637
"195","GO:BP","GO:0050848","regulation of calcium-mediated signaling",7,93,0.0271567057070253
"196","GO:BP","GO:0007600","sensory perception",30,955,0.0279634691580249
"197","GO:BP","GO:0003341","cilium movement",11,212,0.0279634691580249
"198","GO:BP","GO:0009888","tissue development",53,2012,0.0282668589621877
"199","GO:BP","GO:0051445","regulation of meiotic cell cycle",6,69,0.028362461469865
"200","GO:BP","GO:0051446","positive regulation of meiotic cell cycle",4,28,0.0284312990439226
"201","GO:BP","GO:0042492","gamma-delta T cell differentiation",3,13,0.0284312990439226
"202","GO:BP","GO:0042475","odontogenesis of dentin-containing tooth",7,95,0.0284312990439226
"203","GO:BP","GO:0002764","immune response-regulating signaling pathway",19,504,0.0284312990439226
"204","GO:BP","GO:0007626","locomotory behavior",11,214,0.0284312990439226
"205","GO:BP","GO:0048522","positive regulation of cellular process",128,5886,0.0284312990439226
"206","GO:BP","GO:0043301","negative regulation of leukocyte degranulation",3,13,0.0284312990439226
"207","GO:BP","GO:0046649","lymphocyte activation",26,787,0.0284312990439226
"208","GO:BP","GO:0043410","positive regulation of MAPK cascade",18,465,0.0284312990439226
"209","GO:BP","GO:0043383","negative T cell selection",3,13,0.0284312990439226
"210","GO:BP","GO:0046633","alpha-beta T cell proliferation",5,47,0.0284312990439226
"211","GO:BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway",9,151,0.0284312990439226
"212","GO:BP","GO:0070371","ERK1 and ERK2 cascade",14,318,0.0291381088989895
"213","GO:BP","GO:0015850","organic hydroxy compound transport",13,283,0.0292525329776504
"214","GO:BP","GO:0048806","genitalia development",5,48,0.030090197268975
"215","GO:BP","GO:0002064","epithelial cell development",11,217,0.0306991322377932
"216","GO:BP","GO:1901698","response to nitrogen compound",31,1010,0.0306991322377932
"217","GO:BP","GO:0046903","secretion",30,968,0.0312621135195902
"218","GO:BP","GO:0060117","auditory receptor cell development",4,29,0.0314191261220962
"219","GO:BP","GO:1904888","cranial skeletal system development",6,72,0.0321741500781902
"220","GO:BP","GO:0007601","visual perception",11,219,0.032425154394194
"221","GO:BP","GO:0002065","columnar/cuboidal epithelial cell differentiation",8,126,0.0327532770290658
"222","GO:BP","GO:0006959","humoral immune response",12,254,0.0336099731678013
"223","GO:BP","GO:0071639","positive regulation of monocyte chemotactic protein-1 production",3,14,0.0336389148361201
"224","GO:BP","GO:0042412","taurine biosynthetic process",2,4,0.0337119362575836
"225","GO:BP","GO:1903942","positive regulation of respiratory gaseous exchange",2,4,0.0337119362575836
"226","GO:BP","GO:0035822","gene conversion",2,4,0.0337119362575836
"227","GO:BP","GO:0010520","regulation of reciprocal meiotic recombination",2,4,0.0337119362575836
"228","GO:BP","GO:0010845","positive regulation of reciprocal meiotic recombination",2,4,0.0337119362575836
"229","GO:BP","GO:0021682","nerve maturation",2,4,0.0337119362575836
"230","GO:BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",9,158,0.0337119362575836
"231","GO:BP","GO:0048515","spermatid differentiation",11,222,0.0337119362575836
"232","GO:BP","GO:0051346","negative regulation of hydrolase activity",7,99,0.0337119362575836
"233","GO:BP","GO:0046635","positive regulation of alpha-beta T cell activation",6,73,0.0337119362575836
"234","GO:BP","GO:0141006","transposable element silencing by piRNA-mediated heterochromatin formation",2,4,0.0337119362575836
"235","GO:BP","GO:0140966","piRNA-mediated heterochromatin formation",2,4,0.0337119362575836
"236","GO:BP","GO:1990834","response to odorant",2,4,0.0337119362575836
"237","GO:BP","GO:0046305","alkanesulfonate biosynthetic process",2,4,0.0337119362575836
"238","GO:BP","GO:0050953","sensory perception of light stimulus",11,222,0.0337119362575836
"239","GO:BP","GO:2001205","negative regulation of osteoclast development",2,4,0.0337119362575836
"240","GO:BP","GO:0046352","disaccharide catabolic process",2,4,0.0337119362575836
"241","GO:BP","GO:0046632","alpha-beta T cell differentiation",8,128,0.0337119362575836
"242","GO:BP","GO:0050954","sensory perception of mechanical stimulus",10,190,0.033820231870017
"243","GO:BP","GO:0030183","B cell differentiation",9,159,0.0344569934066599
"244","GO:BP","GO:0042102","positive regulation of T cell proliferation",7,102,0.0371009991253341
"245","GO:BP","GO:0043408","regulation of MAPK cascade",22,645,0.0372488438306336
"246","GO:BP","GO:1902358","sulfate transmembrane transport",3,15,0.0376333899825408
"247","GO:BP","GO:0021543","pallium development",10,194,0.0386258543082047
"248","GO:BP","GO:0050778","positive regulation of immune response",24,732,0.0392427064216649
"249","GO:BP","GO:1903530","regulation of secretion by cell",20,567,0.0394949022651797
"250","GO:BP","GO:0045055","regulated exocytosis",11,229,0.0405443721623763
"251","GO:BP","GO:0001894","tissue homeostasis",12,264,0.0408387271008379
"252","GO:BP","GO:0060249","anatomical structure homeostasis",12,264,0.0408387271008379
"253","GO:BP","GO:0050804","modulation of chemical synaptic transmission",18,490,0.041499090988521
"254","GO:BP","GO:0045621","positive regulation of lymphocyte differentiation",8,134,0.0417207650890016
"255","GO:BP","GO:1905954","positive regulation of lipid localization",7,105,0.0417207650890016
"256","GO:BP","GO:0052548","regulation of endopeptidase activity",6,78,0.0417207650890016
"257","GO:BP","GO:0099177","regulation of trans-synaptic signaling",18,491,0.041756697589094
"258","GO:BP","GO:0006957","complement activation, alternative pathway",3,16,0.0427745797744635
"259","GO:BP","GO:0007605","sensory perception of sound",9,166,0.0427745797744635
"260","GO:BP","GO:0061101","neuroendocrine cell differentiation",3,16,0.0427745797744635
"261","GO:BP","GO:0023061","signal release",18,493,0.0427745797744635
"262","GO:BP","GO:0043374","CD8-positive, alpha-beta T cell differentiation",3,16,0.0427745797744635
"263","GO:BP","GO:0042476","odontogenesis",8,135,0.0427745797744635
"264","GO:BP","GO:0048732","gland development",17,454,0.0428719710235061
"265","GO:BP","GO:0051260","protein homooligomerization",10,199,0.0433378761169322
"266","GO:BP","GO:0002455","humoral immune response mediated by circulating immunoglobulin",5,55,0.0444244652397298
"267","GO:BP","GO:0050885","neuromuscular process controlling balance",5,55,0.0444244652397298
"268","GO:BP","GO:0050794","regulation of cellular process",231,11876,0.0454310372029208
"269","GO:BP","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway",4,34,0.0456210481142664
"270","GO:BP","GO:0060322","head development",25,789,0.0456210481142664
"271","GO:BP","GO:0032743","positive regulation of interleukin-2 production",4,34,0.0456210481142664
"272","GO:BP","GO:0010526","transposable element silencing",4,34,0.0456210481142664
"273","GO:BP","GO:0015701","bicarbonate transport",4,34,0.0456210481142664
"274","GO:BP","GO:0021700","developmental maturation",14,343,0.0456210481142664
"275","GO:BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",5,56,0.0465077845239255
"276","GO:BP","GO:1902490","regulation of sperm capacitation",2,5,0.0465077845239255
"277","GO:BP","GO:0002434","immune complex clearance",2,5,0.0465077845239255
"278","GO:BP","GO:2000611","positive regulation of thyroid hormone generation",2,5,0.0465077845239255
"279","GO:BP","GO:0000165","MAPK cascade",24,749,0.0465077845239255
"280","GO:BP","GO:0071484","cellular response to light intensity",2,5,0.0465077845239255
"281","GO:BP","GO:0009642","response to light intensity",3,17,0.0465077845239255
"282","GO:BP","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",3,17,0.0465077845239255
"283","GO:BP","GO:0045917","positive regulation of complement activation",2,5,0.0465077845239255
"284","GO:BP","GO:0036035","osteoclast development",3,17,0.0465077845239255
"285","GO:BP","GO:0030316","osteoclast differentiation",7,109,0.0465077845239255
"286","GO:BP","GO:0072224","metanephric glomerulus development",3,17,0.0465077845239255
"287","GO:BP","GO:0070995","NADPH oxidation",2,5,0.0465077845239255
"288","GO:BP","GO:0021536","diencephalon development",6,81,0.0465077845239255
"289","GO:BP","GO:0098751","bone cell development",3,17,0.0465077845239255
"290","GO:BP","GO:0009644","response to high light intensity",2,5,0.0465077845239255
"291","GO:BP","GO:0009653","anatomical structure morphogenesis",65,2692,0.0465751877382523
"292","GO:BP","GO:0007218","neuropeptide signaling pathway",7,110,0.0470404865530446
"293","GO:BP","GO:0043949","regulation of cAMP-mediated signaling",4,35,0.0470404865530446
"294","GO:BP","GO:0045058","T cell selection",5,57,0.0470404865530446
"295","GO:BP","GO:0045577","regulation of B cell differentiation",4,35,0.0470404865530446
"296","GO:BP","GO:0001895","retina homeostasis",5,57,0.0470404865530446
"297","GO:BP","GO:0002573","myeloid leukocyte differentiation",11,239,0.0474499383415123
"298","GO:BP","GO:0048870","cell motility",45,1716,0.0486675094347001
"299","GO:BP","GO:0032370","positive regulation of lipid transport",6,83,0.0486675094347001
"300","GO:BP","GO:0042472","inner ear morphogenesis",7,111,0.0486854037585609
"301","GO:BP","GO:2000241","regulation of reproductive process",10,206,0.0489273621878305
"302","GO:BP","GO:0051050","positive regulation of transport",26,844,0.0497423014118873
"303","KEGG","KEGG:04080","Neuroactive ligand-receptor interaction",27,365,3.77286977690158e-06
"304","KEGG","KEGG:00430","Taurine and hypotaurine metabolism",5,16,0.00190260360832188
