"","source","term_id","term_name","intersection_size","term_size","p_value"
"235","GO:BP","GO:0010256","endomembrane system organization",158,607,5.32078970892133e-06
"236","GO:BP","GO:0055013","cardiac muscle cell development",34,79,5.71890119262999e-06
"237","GO:BP","GO:0032210","regulation of telomere maintenance via telomerase",27,56,6.55493390829444e-06
"238","GO:BP","GO:0032212","positive regulation of telomere maintenance via telomerase",20,35,7.56900679036987e-06
"239","GO:BP","GO:0007004","telomere maintenance via telomerase",32,73,7.83207715238055e-06
"240","GO:BP","GO:0006401","RNA catabolic process",91,308,7.99706395656185e-06
"241","GO:BP","GO:0044773","mitotic DNA damage checkpoint signaling",36,87,8.04123906218673e-06
"242","GO:BP","GO:0006338","chromatin remodeling",173,682,8.6013446798851e-06
"243","GO:BP","GO:0141188","nucleic acid catabolic process",97,335,9.06933966143958e-06
"244","GO:BP","GO:0044774","mitotic DNA integrity checkpoint signaling",37,91,9.22418852526391e-06
"245","GO:BP","GO:0006278","RNA-templated DNA biosynthetic process",33,77,9.4556120255987e-06
"246","GO:BP","GO:0072698","protein localization to microtubule cytoskeleton",27,57,9.98079344067211e-06
"247","GO:BP","GO:1901137","carbohydrate derivative biosynthetic process",157,610,1.18393437235619e-05
"248","GO:BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",48,133,1.23779246804925e-05
"249","GO:BP","GO:0086004","regulation of cardiac muscle cell contraction",19,33,1.25176866609594e-05
"250","GO:BP","GO:0055006","cardiac cell development",35,85,1.31602192330439e-05
"251","GO:BP","GO:0060048","cardiac muscle contraction",48,134,1.58127080373763e-05
"252","GO:BP","GO:0035051","cardiocyte differentiation",52,150,1.7288171251395e-05
"253","GO:BP","GO:0051306","mitotic sister chromatid separation",28,62,2.01688509444755e-05
"254","GO:BP","GO:0031503","protein-containing complex localization",62,191,2.02727299781403e-05
"255","GO:BP","GO:0032784","regulation of DNA-templated transcription elongation",39,101,2.08464154425789e-05
"256","GO:BP","GO:0007163","establishment or maintenance of cell polarity",71,229,2.25797265530295e-05
"257","GO:BP","GO:0009150","purine ribonucleotide metabolic process",98,346,2.27738850724353e-05
"258","GO:BP","GO:0010965","regulation of mitotic sister chromatid separation",27,59,2.27738850724353e-05
"259","GO:BP","GO:0007007","inner mitochondrial membrane organization",22,43,2.29862682032338e-05
"260","GO:BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling",20,37,2.35741502878117e-05
"261","GO:BP","GO:2000779","regulation of double-strand break repair",47,132,2.44391245660191e-05
"262","GO:BP","GO:1903008","organelle disassembly",29,66,2.49605690509576e-05
"263","GO:BP","GO:0055002","striated muscle cell development",55,164,2.64736286803681e-05
"264","GO:BP","GO:0051130","positive regulation of cellular component organization",255,1093,2.73415429175145e-05
"265","GO:BP","GO:0072521","purine-containing compound metabolic process",146,567,2.77480157112829e-05
"266","GO:BP","GO:1990778","protein localization to cell periphery",101,361,2.79385799726639e-05
"267","GO:BP","GO:0008608","attachment of spindle microtubules to kinetochore",25,53,2.8174388899857e-05
"268","GO:BP","GO:0006839","mitochondrial transport",60,185,3.00613321961598e-05
"269","GO:BP","GO:0032886","regulation of microtubule-based process",79,265,3.00613321961598e-05
"270","GO:BP","GO:0008152","metabolic process",2633,14188,3.07204073281582e-05
"271","GO:BP","GO:1902531","regulation of intracellular signal transduction",421,1935,3.22589973808167e-05
"272","GO:BP","GO:0007088","regulation of mitotic nuclear division",43,118,3.38097074084638e-05
"273","GO:BP","GO:0071897","DNA biosynthetic process",59,182,3.69436397539599e-05
"274","GO:BP","GO:0055001","muscle cell development",61,191,4.28508259864081e-05
"275","GO:BP","GO:0007080","mitotic metaphase chromosome alignment",27,61,4.79600420035575e-05
"276","GO:BP","GO:0044380","protein localization to cytoskeleton",27,61,4.79600420035575e-05
"277","GO:BP","GO:0031023","microtubule organizing center organization",52,155,4.93372558087829e-05
"278","GO:BP","GO:0060537","muscle tissue development",113,421,5.7212574113672e-05
"279","GO:BP","GO:0090148","membrane fission",22,45,5.79577708501743e-05
"280","GO:BP","GO:0051169","nuclear transport",93,331,5.8169294729498e-05
"281","GO:BP","GO:0006913","nucleocytoplasmic transport",93,331,5.8169294729498e-05
"282","GO:BP","GO:0051028","mRNA transport",45,128,5.8169294729498e-05
"283","GO:BP","GO:0006163","purine nucleotide metabolic process",116,435,5.8169294729498e-05
"284","GO:BP","GO:0030010","establishment of cell polarity",52,156,5.98923344547343e-05
"285","GO:BP","GO:0006260","DNA replication",82,283,6.2759996255149e-05
"286","GO:BP","GO:0031123","RNA 3'-end processing",36,94,6.3004497817949e-05
"287","GO:BP","GO:0030030","cell projection organization",356,1615,6.58400695264152e-05
"288","GO:BP","GO:0032790","ribosome disassembly",19,36,6.59238927793562e-05
"289","GO:BP","GO:0051865","protein autoubiquitination",31,76,6.71034922549561e-05
"290","GO:BP","GO:0048523","negative regulation of cellular process",1113,5646,6.99543503920702e-05
"291","GO:BP","GO:0009141","nucleoside triphosphate metabolic process",79,271,7.29238676162466e-05
"292","GO:BP","GO:0061337","cardiac conduction",36,95,8.25644819259594e-05
"293","GO:BP","GO:0007094","mitotic spindle assembly checkpoint signaling",22,46,8.75432811117145e-05
"294","GO:BP","GO:0071173","spindle assembly checkpoint signaling",22,46,8.75432811117145e-05
"295","GO:BP","GO:0071174","mitotic spindle checkpoint signaling",22,46,8.75432811117145e-05
"296","GO:BP","GO:0061061","muscle structure development",167,679,8.76308315831679e-05
"297","GO:BP","GO:0090407","organophosphate biosynthetic process",154,617,8.81876643033297e-05
"298","GO:BP","GO:0009199","ribonucleoside triphosphate metabolic process",75,255,8.88056253477445e-05
"299","GO:BP","GO:0007264","small GTPase-mediated signal transduction",130,504,8.91923034967633e-05
"300","GO:BP","GO:0045839","negative regulation of mitotic nuclear division",25,56,8.92181223501893e-05
"301","GO:BP","GO:1903052","positive regulation of proteolysis involved in protein catabolic process",47,138,8.93077695654268e-05
"302","GO:BP","GO:0014706","striated muscle tissue development",107,398,9.0934987756694e-05
"303","GO:BP","GO:0008016","regulation of heart contraction",62,200,9.67213914422925e-05
"304","GO:BP","GO:0010506","regulation of autophagy",98,358,0.000100963854114971
"305","GO:BP","GO:0051168","nuclear export",54,167,0.000101496102253832
"306","GO:BP","GO:0055117","regulation of cardiac muscle contraction",30,74,0.000107140094370934
"307","GO:BP","GO:0070979","protein K11-linked ubiquitination",17,31,0.000107140094370934
"308","GO:BP","GO:0098876","vesicle-mediated transport to the plasma membrane",50,151,0.000107140094370934
"309","GO:BP","GO:0062125","regulation of mitochondrial gene expression",17,31,0.000107140094370934
"310","GO:BP","GO:0006893","Golgi to plasma membrane transport",26,60,0.000107802046095764
"311","GO:BP","GO:0007098","centrosome cycle",47,139,0.000107802046095764
"312","GO:BP","GO:0097352","autophagosome maturation",26,60,0.000107802046095764
"313","GO:BP","GO:2000781","positive regulation of double-strand break repair",33,85,0.000107802046095764
"314","GO:BP","GO:0045732","positive regulation of protein catabolic process",65,214,0.000117594497666069
"315","GO:BP","GO:0086065","cell communication involved in cardiac conduction",25,57,0.000126021599543092
"316","GO:BP","GO:1901800","positive regulation of proteasomal protein catabolic process",41,116,0.000126336743764423
"317","GO:BP","GO:0031577","spindle checkpoint signaling",22,47,0.000127635304978459
"318","GO:BP","GO:0060341","regulation of cellular localization",231,997,0.00012887607362318
"319","GO:BP","GO:0120036","plasma membrane bounded cell projection organization",345,1572,0.000131030358196864
"320","GO:BP","GO:0031109","microtubule polymerization or depolymerization",46,136,0.000131571761449391
"321","GO:BP","GO:0006941","striated muscle contraction",57,181,0.000131571761449391
"322","GO:BP","GO:0042692","muscle cell differentiation",106,397,0.00013250144096156
"323","GO:BP","GO:0003015","heart process",72,245,0.000132713185611484
