"","source","term_id","term_name","intersection_size","term_size","p_value"
"174","GO:BP","GO:0050729","positive regulation of inflammatory response",59,147,2.41010934400166e-05
"175","GO:BP","GO:0001817","regulation of cytokine production",225,765,2.44232377447761e-05
"176","GO:BP","GO:0042363","fat-soluble vitamin catabolic process",11,12,2.84420664275286e-05
"177","GO:BP","GO:0051873","killing by host of symbiont cells",19,29,3.017914293186e-05
"178","GO:BP","GO:0046649","lymphocyte activation",230,787,3.05148936005977e-05
"179","GO:BP","GO:0002694","regulation of leukocyte activation",172,561,3.28916273785762e-05
"180","GO:BP","GO:0001816","cytokine production",226,772,3.29159402053786e-05
"181","GO:BP","GO:0042110","T cell activation",171,558,3.62088423712797e-05
"182","GO:BP","GO:0009584","detection of visible light",20,32,4.51595031344354e-05
"183","GO:BP","GO:0010468","regulation of gene expression",1335,5515,4.62526173452902e-05
"184","GO:BP","GO:0050671","positive regulation of lymphocyte proliferation",57,143,4.62526173452902e-05
"185","GO:BP","GO:0019755","one-carbon compound transport",17,25,5.23950327856754e-05
"186","GO:BP","GO:0001910","regulation of leukocyte mediated cytotoxicity",41,92,5.23950327856754e-05
"187","GO:BP","GO:0032309","icosanoid secretion",26,48,5.33673841775784e-05
"188","GO:BP","GO:0015908","fatty acid transport",49,118,6.36564599259957e-05
"189","GO:BP","GO:0002251","organ or tissue specific immune response",24,43,6.65234390568578e-05
"190","GO:BP","GO:0002286","T cell activation involved in immune response",51,125,7.27231286711964e-05
"191","GO:BP","GO:0030855","epithelial cell differentiation",216,741,7.64452561624712e-05
"192","GO:BP","GO:0007286","spermatid development",77,214,7.94152715643762e-05
"193","GO:BP","GO:0002285","lymphocyte activation involved in immune response",77,214,7.94152715643762e-05
"194","GO:BP","GO:0009581","detection of external stimulus",56,142,8.082151826374e-05
"195","GO:BP","GO:0007204","positive regulation of cytosolic calcium ion concentration",64,169,8.082151826374e-05
"196","GO:BP","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway",48,116,8.80223507310454e-05
"197","GO:BP","GO:0032946","positive regulation of mononuclear cell proliferation",57,146,9.47266287464305e-05
"198","GO:BP","GO:0003341","cilium movement",76,212,0.000105767136954142
"199","GO:BP","GO:0060295","regulation of cilium movement involved in cell motility",19,31,0.000118676506186762
"200","GO:BP","GO:1902019","regulation of cilium-dependent cell motility",19,31,0.000118676506186762
"201","GO:BP","GO:0002705","positive regulation of leukocyte mediated immunity",57,147,0.000119569156170979
"202","GO:BP","GO:0002673","regulation of acute inflammatory response",25,47,0.000123928272337637
"203","GO:BP","GO:0007159","leukocyte cell-cell adhesion",128,404,0.000125560772204853
"204","GO:BP","GO:0042098","T cell proliferation",76,213,0.000125728769172036
"205","GO:BP","GO:0015670","carbon dioxide transport",12,15,0.000128877786445046
"206","GO:BP","GO:0002385","mucosal immune response",22,39,0.000132583368344547
"207","GO:BP","GO:0036230","granulocyte activation",26,50,0.000134214175064831
"208","GO:BP","GO:0051249","regulation of lymphocyte activation",152,497,0.000145814742140166
"209","GO:BP","GO:0001523","retinoid metabolic process",37,83,0.000153003098897555
"210","GO:BP","GO:0042119","neutrophil activation",23,42,0.000154703997971031
"211","GO:BP","GO:0032653","regulation of interleukin-10 production",29,59,0.000157592009804921
"212","GO:BP","GO:0032613","interleukin-10 production",29,59,0.000157592009804921
"213","GO:BP","GO:0015732","prostaglandin transport",18,29,0.000158248705048057
"214","GO:BP","GO:0009582","detection of abiotic stimulus",56,145,0.000158248705048057
"215","GO:BP","GO:0006805","xenobiotic metabolic process",50,125,0.00016014540971763
"216","GO:BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein",34,74,0.00016014540971763
"217","GO:BP","GO:0048515","spermatid differentiation",78,222,0.000171828082282467
"218","GO:BP","GO:1901317","regulation of flagellated sperm motility",15,22,0.000188128004413566
"219","GO:BP","GO:0007602","phototransduction",25,48,0.00018902442079721
"220","GO:BP","GO:0032101","regulation of response to external stimulus",295,1071,0.000195316984140101
"221","GO:BP","GO:0098586","cellular response to virus",35,78,0.000220045394163878
"222","GO:BP","GO:0002760","positive regulation of antimicrobial humoral response",8,8,0.00022284655067116
"223","GO:BP","GO:0002778","antibacterial peptide production",8,8,0.00022284655067116
"224","GO:BP","GO:0002784","regulation of antimicrobial peptide production",8,8,0.00022284655067116
"225","GO:BP","GO:0032652","regulation of interleukin-1 production",45,110,0.00022752809648666
"226","GO:BP","GO:0032612","interleukin-1 production",45,110,0.00022752809648666
"227","GO:BP","GO:0002698","negative regulation of immune effector process",48,120,0.00023532909857868
"228","GO:BP","GO:0032103","positive regulation of response to external stimulus",182,619,0.00023708904157252
"229","GO:BP","GO:0034341","response to type II interferon",56,147,0.000241037649889689
"230","GO:BP","GO:0120254","olefinic compound metabolic process",60,161,0.000256852265231093
"231","GO:BP","GO:0031347","regulation of defense response",223,783,0.000256969834357871
"232","GO:BP","GO:0016101","diterpenoid metabolic process",38,88,0.000258972479581869
"233","GO:BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",59,158,0.000280659371922968
"234","GO:BP","GO:0007260","tyrosine phosphorylation of STAT protein",34,76,0.000305929199905604
"235","GO:BP","GO:1903037","regulation of leukocyte cell-cell adhesion",116,366,0.000306293266216388
"236","GO:BP","GO:0071346","cellular response to type II interferon",49,125,0.000352270492851389
"237","GO:BP","GO:0050863","regulation of T cell activation",118,375,0.000370502936515301
"238","GO:BP","GO:0030277","maintenance of gastrointestinal epithelium",15,23,0.000394722605787002
"239","GO:BP","GO:0009111","vitamin catabolic process",11,14,0.000406786650432294
"240","GO:BP","GO:0002687","positive regulation of leukocyte migration",57,153,0.000419230723476247
"241","GO:BP","GO:0035036","sperm-egg recognition",26,53,0.000459102721009083
"242","GO:BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",27,56,0.000468951772620993
"243","GO:BP","GO:0042445","hormone metabolic process",82,243,0.000507732145361737
"244","GO:BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",67,189,0.000508098071258606
"245","GO:BP","GO:0007281","germ cell development",116,370,0.000511570848470495
"246","GO:BP","GO:0002819","regulation of adaptive immune response",71,204,0.000580084067778891
"247","GO:BP","GO:0009988","cell-cell recognition",33,75,0.000602572523246937
"248","GO:BP","GO:0002685","regulation of leukocyte migration",78,230,0.00065400043631036
"249","GO:BP","GO:0002704","negative regulation of leukocyte mediated immunity",30,66,0.000660514853303179
"250","GO:BP","GO:0032945","negative regulation of mononuclear cell proliferation",37,88,0.000660514853303179
"251","GO:BP","GO:0051250","negative regulation of lymphocyte activation",58,159,0.000697696042318317
"252","GO:BP","GO:0042113","B cell activation",92,282,0.000697696042318317
"253","GO:BP","GO:0002709","regulation of T cell mediated immunity",39,95,0.000759985468685825
"254","GO:BP","GO:0010556","regulation of macromolecule biosynthetic process",1343,5633,0.000831763552017018
"255","GO:BP","GO:0008228","opsonization",12,17,0.000888437220523788
"256","GO:BP","GO:0002225","positive regulation of antimicrobial peptide production",7,7,0.000888437220523788
"257","GO:BP","GO:0006691","leukotriene metabolic process",18,32,0.000888437220523788
"258","GO:BP","GO:0050482","arachidonate secretion",18,32,0.000888437220523788
"259","GO:BP","GO:0052697","xenobiotic glucuronidation",7,7,0.000888437220523788
"260","GO:BP","GO:0002695","negative regulation of leukocyte activation",65,185,0.000888437220523788
"261","GO:BP","GO:1903963","arachidonate transport",18,32,0.000888437220523788
"262","GO:BP","GO:0008037","cell recognition",57,157,0.000923678897657279
"263","GO:BP","GO:0032637","interleukin-8 production",35,83,0.000965638805627333
"264","GO:BP","GO:0032677","regulation of interleukin-8 production",35,83,0.000965638805627333
"265","GO:BP","GO:0070664","negative regulation of leukocyte proliferation",39,96,0.000965859199590093
"266","GO:BP","GO:0031349","positive regulation of defense response",144,484,0.000978178411692099
"267","GO:BP","GO:0050672","negative regulation of lymphocyte proliferation",36,87,0.00120533725357005
"268","GO:BP","GO:0048519","negative regulation of biological process",1392,5865,0.00128763148823807
"269","GO:BP","GO:0002715","regulation of natural killer cell mediated immunity",24,50,0.00139792088492104
"270","GO:BP","GO:0002759","regulation of antimicrobial humoral response",9,11,0.00143012420080171
"271","GO:BP","GO:1903027","regulation of opsonization",9,11,0.00143012420080171
"272","GO:BP","GO:0002544","chronic inflammatory response",13,20,0.00146233088949002
"273","GO:BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade",71,210,0.00154761013663212
"274","GO:BP","GO:0050868","negative regulation of T cell activation",47,125,0.00160479686885764
"275","GO:BP","GO:0032722","positive regulation of chemokine production",31,72,0.00162018949353551
"276","GO:BP","GO:0002449","lymphocyte mediated immunity",111,361,0.00172445344657071
"277","GO:BP","GO:0002227","innate immune response in mucosa",16,28,0.00182600523968762
"278","GO:BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion",50,136,0.00182600523968762
"279","GO:BP","GO:0032757","positive regulation of interleukin-8 production",28,63,0.00184422335284346
"280","GO:BP","GO:0046456","icosanoid biosynthetic process",26,57,0.00195836503406752
"281","GO:BP","GO:0006721","terpenoid metabolic process",39,99,0.00204076126099726
"282","GO:BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT",39,99,0.00204076126099726
"283","GO:BP","GO:0015669","gas transport",14,23,0.00204076126099726
"284","GO:BP","GO:0002228","natural killer cell mediated immunity",32,76,0.00204076126099726
"285","GO:BP","GO:0031343","positive regulation of cell killing",31,73,0.00215152450987324
"286","GO:BP","GO:1904892","regulation of receptor signaling pathway via STAT",41,106,0.00217682758996673
"287","GO:BP","GO:0032602","chemokine production",38,96,0.00220036136746851
"288","GO:BP","GO:0032642","regulation of chemokine production",38,96,0.00220036136746851
"289","GO:BP","GO:0010817","regulation of hormone levels",158,548,0.00227998138450589
"290","GO:BP","GO:0009889","regulation of biosynthetic process",1372,5795,0.0022832779755246
"291","GO:BP","GO:0050867","positive regulation of cell activation",113,372,0.00246777632717078
"292","GO:BP","GO:0001818","negative regulation of cytokine production",91,288,0.00253538283893899
"293","GO:BP","GO:0060046","regulation of acrosome reaction",11,16,0.00254272814944763
"294","GO:BP","GO:0034374","low-density lipoprotein particle remodeling",11,16,0.00254272814944763
"295","GO:BP","GO:0060259","regulation of feeding behavior",15,26,0.00254272814944763
"296","GO:BP","GO:0002456","T cell mediated immunity",46,124,0.00260331176582849
"297","GO:BP","GO:0002707","negative regulation of lymphocyte mediated immunity",25,55,0.00273635073210306
"298","GO:BP","GO:0032735","positive regulation of interleukin-12 production",21,43,0.00276514178297145
"299","GO:BP","GO:0002444","myeloid leukocyte mediated immunity",43,114,0.00278278429178229
"300","GO:BP","GO:0072678","T cell migration",31,74,0.00278553113747606
"301","GO:BP","GO:0071345","cellular response to cytokine stimulus",230,843,0.00302685872902189
"302","GO:BP","GO:0002708","positive regulation of lymphocyte mediated immunity",46,125,0.00318952450333527
"303","GO:BP","GO:0032640","tumor necrosis factor production",57,164,0.00323278113998734
"304","GO:BP","GO:0032680","regulation of tumor necrosis factor production",57,164,0.00323278113998734
"305","GO:BP","GO:0070942","neutrophil mediated cytotoxicity",10,14,0.00323859508773929
"306","GO:BP","GO:0051673","disruption of plasma membrane integrity in another organism",6,6,0.00335506381424598
"307","GO:BP","GO:0051552","flavone metabolic process",6,6,0.00335506381424598
"308","GO:BP","GO:0000270","peptidoglycan metabolic process",6,6,0.00335506381424598
"309","GO:BP","GO:0009253","peptidoglycan catabolic process",6,6,0.00335506381424598
"310","GO:BP","GO:0002825","regulation of T-helper 1 type immune response",17,32,0.00335506381424598
"311","GO:BP","GO:0002786","regulation of antibacterial peptide production",6,6,0.00335506381424598
"312","GO:BP","GO:0050795","regulation of behavior",31,75,0.00361588874115749
"313","GO:BP","GO:0071466","cellular response to xenobiotic stimulus",65,194,0.00373399712881458
"314","GO:BP","GO:0042572","retinol metabolic process",24,53,0.0038364483099898
"315","GO:BP","GO:0032733","positive regulation of interleukin-10 production",20,41,0.0039178603899392
"316","GO:BP","GO:0070943","neutrophil-mediated killing of symbiont cell",9,12,0.00393938107421749
"317","GO:BP","GO:0002701","negative regulation of production of molecular mediator of immune response",21,44,0.00393938107421749
"318","GO:BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway",102,334,0.00393938107421749
"319","GO:BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",58,169,0.00397871015132316
"320","GO:BP","GO:0071706","tumor necrosis factor superfamily cytokine production",58,169,0.00397871015132316
"321","GO:BP","GO:0050766","positive regulation of phagocytosis",29,69,0.00405300433384272
"322","GO:BP","GO:0002688","regulation of leukocyte chemotaxis",45,123,0.00414075506887757
"323","GO:BP","GO:0002675","positive regulation of acute inflammatory response",15,27,0.004155533688695
"324","GO:BP","GO:0042832","defense response to protozoan",15,27,0.004155533688695
"325","GO:BP","GO:0008343","adult feeding behavior",8,10,0.00448914905944533
"326","GO:BP","GO:0002700","regulation of production of molecular mediator of immune response",63,188,0.00449188311719399
"327","GO:BP","GO:0002696","positive regulation of leukocyte activation",107,355,0.00467764767425731
