"","source","term_id","term_name","intersection_size","term_size","p_value"
"25","GO:BP","GO:0033036","macromolecule localization",1189,3211,4.72625994054796e-35
"26","GO:BP","GO:0008104","protein localization",1038,2738,1.47191595914778e-34
"27","GO:BP","GO:0019219","regulation of nucleobase-containing compound metabolic process",1430,4002,1.94154287213329e-34
"28","GO:BP","GO:0009056","catabolic process",980,2562,4.19965441978152e-34
"29","GO:BP","GO:0051301","cell division",331,656,4.21059276138896e-34
"30","GO:BP","GO:0032502","developmental process",2163,6478,4.67670005303368e-34
"31","GO:BP","GO:0009893","positive regulation of metabolic process",1318,3648,9.87659015161917e-34
"32","GO:BP","GO:0006259","DNA metabolic process",454,993,1.02783810474008e-33
"33","GO:BP","GO:0033043","regulation of organelle organization",504,1139,3.89639347895578e-33
"34","GO:BP","GO:0051234","establishment of localization",1681,4869,1.81237032776466e-32
"35","GO:BP","GO:0019222","regulation of metabolic process",2326,7076,1.99515366861521e-32
"36","GO:BP","GO:0006810","transport",1521,4341,3.63318819768325e-32
"37","GO:BP","GO:0009057","macromolecule catabolic process",571,1348,1.75986796302684e-31
"38","GO:BP","GO:0007275","multicellular organism development",1611,4658,3.46973967847561e-31
"39","GO:BP","GO:0010646","regulation of cell communication",1245,3453,4.56337921319893e-31
"40","GO:BP","GO:0023051","regulation of signaling",1241,3446,1.08535845267702e-30
"41","GO:BP","GO:0010564","regulation of cell cycle process",348,724,1.24246702954842e-30
"42","GO:BP","GO:0016192","vesicle-mediated transport",635,1547,1.42624394530292e-30
"43","GO:BP","GO:0048856","anatomical structure development",1980,5924,2.37269745361681e-30
"44","GO:BP","GO:0051276","chromosome organization",311,628,3.57467477496628e-30
"45","GO:BP","GO:0051246","regulation of protein metabolic process",774,1975,4.90369415857749e-30
"46","GO:BP","GO:0051716","cellular response to stimulus",2381,7320,4.98417507020279e-30
"47","GO:BP","GO:0006950","response to stress",1368,3876,7.3948435743093e-30
"48","GO:BP","GO:0010604","positive regulation of macromolecule metabolic process",1204,3349,2.77735028140236e-29
"49","GO:BP","GO:0048583","regulation of response to stimulus",1388,3958,6.34671144942889e-29
"50","GO:BP","GO:0044770","cell cycle phase transition",271,537,7.76767442556408e-28
"51","GO:BP","GO:0009966","regulation of signal transduction",1094,3020,1.43839754914759e-27
"52","GO:BP","GO:0048519","negative regulation of biological process",1946,5865,1.43839754914759e-27
"53","GO:BP","GO:0051252","regulation of RNA metabolic process",1304,3709,2.54601983440346e-27
"54","GO:BP","GO:0007346","regulation of mitotic cell cycle",254,497,4.01906792569885e-27
"55","GO:BP","GO:0043632","modification-dependent macromolecule catabolic process",299,617,5.77616335535399e-27
"56","GO:BP","GO:0007059","chromosome segregation",226,427,8.66581585648762e-27
"57","GO:BP","GO:0019941","modification-dependent protein catabolic process",297,613,9.03151839678778e-27
"58","GO:BP","GO:0048523","negative regulation of cellular process",1877,5646,9.08204933639027e-27
"59","GO:BP","GO:0051640","organelle localization",300,624,2.36232631241386e-26
"60","GO:BP","GO:0044772","mitotic cell cycle phase transition",227,432,2.36232631241386e-26
"61","GO:BP","GO:0006511","ubiquitin-dependent protein catabolic process",292,603,2.81827526315094e-26
"62","GO:BP","GO:0015031","protein transport",579,1428,3.89360233980587e-26
"63","GO:BP","GO:0006260","DNA replication",166,283,4.36020217705852e-26
"64","GO:BP","GO:0006796","phosphate-containing compound metabolic process",936,2550,3.34837300532533e-25
"65","GO:BP","GO:0006793","phosphorus metabolic process",936,2553,5.22687127736363e-25
"66","GO:BP","GO:0006281","DNA repair",291,610,7.15977195842049e-25
"67","GO:BP","GO:0006351","DNA-templated transcription",1245,3559,7.15977195842049e-25
"68","GO:BP","GO:0030163","protein catabolic process",420,973,8.999696076268e-25
"69","GO:BP","GO:0051603","proteolysis involved in protein catabolic process",335,732,9.58393052093202e-25
"70","GO:BP","GO:0070925","organelle assembly",428,998,1.39666823209301e-24
"71","GO:BP","GO:0060255","regulation of macromolecule metabolic process",2120,6535,1.64281087629558e-24
"72","GO:BP","GO:0045935","positive regulation of nucleobase-containing compound metabolic process",770,2038,2.58359262579699e-24
"73","GO:BP","GO:0071840","cellular component organization or biogenesis",2627,8323,2.70024149115829e-24
"74","GO:BP","GO:0012501","programmed cell death",750,1980,5.50795739943249e-24
"75","GO:BP","GO:0008219","cell death",751,1984,6.30188310058174e-24
"76","GO:BP","GO:0071705","nitrogen compound transport",725,1909,1.81296296240201e-23
"77","GO:BP","GO:0006915","apoptotic process",728,1919,1.99328141668586e-23
"78","GO:BP","GO:0007010","cytoskeleton organization",597,1517,3.29130034817282e-23
"79","GO:BP","GO:0010498","proteasomal protein catabolic process",246,502,5.65933104704277e-23
"80","GO:BP","GO:2001141","regulation of RNA biosynthetic process",1200,3454,1.5407271971702e-22
"81","GO:BP","GO:0006355","regulation of DNA-templated transcription",1194,3435,1.68283346909332e-22
"82","GO:BP","GO:0009894","regulation of catabolic process",431,1030,3.22371334796749e-22
"83","GO:BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",205,400,4.86765489933175e-22
"84","GO:BP","GO:0140014","mitotic nuclear division",157,281,1.19786909724114e-21
"85","GO:BP","GO:0050896","response to stimulus",2793,8993,2.50814765397934e-21
"86","GO:BP","GO:0016236","macroautophagy",179,338,3.28613749741332e-21
"87","GO:BP","GO:0065009","regulation of molecular function",619,1611,3.81253950468871e-21
"88","GO:BP","GO:1901987","regulation of cell cycle phase transition",215,433,6.53949495076503e-21
"89","GO:BP","GO:0048731","system development",1349,3985,9.18850908187169e-21
"90","GO:BP","GO:0030154","cell differentiation",1466,4381,1.17581267762649e-20
"91","GO:BP","GO:0048869","cellular developmental process",1466,4382,1.29538891993594e-20
"92","GO:BP","GO:0016310","phosphorylation",604,1575,2.26367211897551e-20
"93","GO:BP","GO:0042254","ribosome biogenesis",167,316,1.21742542489362e-19
"94","GO:BP","GO:0000819","sister chromatid segregation",133,232,1.25123856917177e-19
"95","GO:BP","GO:0000280","nuclear division",218,450,1.56176193372834e-19
"96","GO:BP","GO:0032879","regulation of localization",737,2005,1.69289159233809e-19
"97","GO:BP","GO:0045184","establishment of protein localization",711,1925,2.43083841114314e-19
"98","GO:BP","GO:0048285","organelle fission",235,498,2.9900300418356e-19
"99","GO:BP","GO:0006914","autophagy",262,574,4.81965881268159e-19
"100","GO:BP","GO:0061919","process utilizing autophagic mechanism",262,574,4.81965881268159e-19
"101","GO:BP","GO:1901990","regulation of mitotic cell cycle phase transition",172,333,6.72407251455141e-19
"102","GO:BP","GO:0051254","positive regulation of RNA metabolic process",683,1844,7.40836354089918e-19
"103","GO:BP","GO:0043687","post-translational protein modification",413,1013,8.17625685872445e-19
"104","GO:BP","GO:1902531","regulation of intracellular signal transduction",711,1935,1.03625996175308e-18
"105","GO:BP","GO:0030030","cell projection organization",609,1615,1.26353003132865e-18
"106","GO:BP","GO:0051656","establishment of organelle localization",230,490,1.71262198729577e-18
"107","GO:BP","GO:0016072","rRNA metabolic process",143,263,2.90178380284089e-18
"108","GO:BP","GO:0070647","protein modification by small protein conjugation or removal",393,962,4.85319861540647e-18
"109","GO:BP","GO:0140694","membraneless organelle assembly",196,402,6.22741917547749e-18
"110","GO:BP","GO:0010557","positive regulation of macromolecule biosynthetic process",914,2604,7.84067342272645e-18
"111","GO:BP","GO:0009891","positive regulation of biosynthetic process",945,2707,9.59272871425803e-18
"112","GO:BP","GO:0050790","regulation of catalytic activity",409,1015,1.38576011945594e-17
"113","GO:BP","GO:0000070","mitotic sister chromatid segregation",112,191,1.52261193778892e-17
"114","GO:BP","GO:0016050","vesicle organization",181,365,1.66518953747789e-17
"115","GO:BP","GO:0120036","plasma membrane bounded cell projection organization",589,1572,2.77576759695724e-17
"116","GO:BP","GO:0050793","regulation of developmental process",864,2453,3.37728957267854e-17
"117","GO:BP","GO:0098813","nuclear chromosome segregation",163,320,3.69762619418432e-17
"118","GO:BP","GO:1902680","positive regulation of RNA biosynthetic process",633,1713,4.03137605765057e-17
"119","GO:BP","GO:0006366","transcription by RNA polymerase II",938,2698,4.93713644101492e-17
"120","GO:BP","GO:0006364","rRNA processing",125,225,5.873921177919e-17
"121","GO:BP","GO:0000075","cell cycle checkpoint signaling",113,196,6.07513130443175e-17
"122","GO:BP","GO:0045893","positive regulation of DNA-templated transcription",631,1710,6.45966549659007e-17
"123","GO:BP","GO:0006261","DNA-templated DNA replication",98,161,6.88181273360096e-17
"124","GO:BP","GO:0016043","cellular component organization",2506,8108,1.78583461208274e-16
"125","GO:BP","GO:0032446","protein modification by small protein conjugation",348,846,1.86918758472103e-16
"126","GO:BP","GO:0016197","endosomal transport",148,286,2.3521416045703e-16
"127","GO:BP","GO:0006468","protein phosphorylation",510,1341,3.1290157041523e-16
"128","GO:BP","GO:0141124","intracellular signaling cassette",685,1895,4.24131849942379e-16
"129","GO:BP","GO:0045786","negative regulation of cell cycle",186,388,4.48984759623356e-16
"130","GO:BP","GO:0000226","microtubule cytoskeleton organization",284,663,4.88798868444399e-16
"131","GO:BP","GO:0061024","membrane organization",338,822,6.05026744559721e-16
"132","GO:BP","GO:0051130","positive regulation of cellular component organization",428,1093,6.43434150605554e-16
"133","GO:BP","GO:0006508","proteolysis",545,1457,9.16445255426917e-16
"134","GO:BP","GO:0048468","cell development",971,2833,9.68904181373714e-16
"135","GO:BP","GO:0010256","endomembrane system organization",263,607,1.4409453083382e-15
"136","GO:BP","GO:0048513","animal organ development",1032,3047,3.50153829029285e-15
"137","GO:BP","GO:0051052","regulation of DNA metabolic process",221,492,4.3863350109753e-15
"138","GO:BP","GO:0033044","regulation of chromosome organization",126,237,4.3863350109753e-15
"139","GO:BP","GO:0061061","muscle structure development",286,679,5.2820721246088e-15
"140","GO:BP","GO:0044087","regulation of cellular component biogenesis",382,965,5.58483259230503e-15
"141","GO:BP","GO:0006357","regulation of transcription by RNA polymerase II",887,2572,5.70431990642668e-15
"142","GO:BP","GO:1901988","negative regulation of cell cycle phase transition",134,259,8.51779153193259e-15
"143","GO:BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process",578,1579,1.31128795156679e-14
"144","GO:BP","GO:0051129","negative regulation of cellular component organization",298,719,1.53164132787461e-14
"145","GO:BP","GO:0080135","regulation of cellular response to stress",226,512,2.1176802169188e-14
"146","GO:BP","GO:0006325","chromatin organization",339,843,2.37303519082903e-14
"147","GO:BP","GO:0010648","negative regulation of cell communication",522,1407,2.62867374005738e-14
"148","GO:BP","GO:0007017","microtubule-based process",377,959,3.00646973903094e-14
"149","GO:BP","GO:0007093","mitotic cell cycle checkpoint signaling",87,146,3.29253500152757e-14
"150","GO:BP","GO:0031399","regulation of protein modification process",444,1166,3.81574264962828e-14
"151","GO:BP","GO:0023057","negative regulation of signaling",521,1407,4.13413726092628e-14
"152","GO:BP","GO:0000910","cytokinesis",105,190,4.82614238929696e-14
"153","GO:BP","GO:0023052","signaling",2021,6471,5.56356320104426e-14
"154","GO:BP","GO:0045930","negative regulation of mitotic cell cycle",122,233,5.67168943933511e-14
"155","GO:BP","GO:0010948","negative regulation of cell cycle process",148,301,6.3421123705503e-14
"156","GO:BP","GO:0009653","anatomical structure morphogenesis",916,2692,7.8734485233882e-14
"157","GO:BP","GO:0022008","neurogenesis",626,1746,8.34198815152347e-14
"158","GO:BP","GO:0010638","positive regulation of organelle organization",213,481,9.35257100187516e-14
"159","GO:BP","GO:0007154","cell communication",2026,6496,9.41984056903487e-14
"160","GO:BP","GO:0009968","negative regulation of signal transduction",485,1300,9.8980824527502e-14
"161","GO:BP","GO:0016567","protein ubiquitination",309,762,1.27712129950519e-13
"162","GO:BP","GO:0060341","regulation of cellular localization",386,997,1.87767589915702e-13
"163","GO:BP","GO:0045787","positive regulation of cell cycle",162,343,2.69750849852731e-13
"164","GO:BP","GO:0043067","regulation of programmed cell death",545,1497,3.01719836236837e-13
"165","GO:BP","GO:0048585","negative regulation of response to stimulus",597,1663,3.03136854795969e-13
"166","GO:BP","GO:0009888","tissue development",705,2012,3.15946573319736e-13
"167","GO:BP","GO:0051253","negative regulation of RNA metabolic process",532,1457,3.5507440216371e-13
"168","GO:BP","GO:0072331","signal transduction by p53 class mediator",100,182,3.55359471456503e-13
"169","GO:BP","GO:0065008","regulation of biological quality",958,2847,3.7400329195506e-13
"170","GO:BP","GO:0014706","striated muscle tissue development",181,398,5.93466165806093e-13
"171","GO:BP","GO:0042770","signal transduction in response to DNA damage",105,196,7.16185240247175e-13
"172","GO:BP","GO:0006886","intracellular protein transport",280,685,8.3382918675748e-13
"173","GO:BP","GO:0090068","positive regulation of cell cycle process",127,253,8.75665787409419e-13
"174","GO:BP","GO:0007399","nervous system development",862,2541,1.40737057470679e-12
"175","GO:BP","GO:0009628","response to abiotic stimulus",425,1130,1.42123629439182e-12
"176","GO:BP","GO:0060537","muscle tissue development",188,421,1.51208123741273e-12
"177","GO:BP","GO:0051338","regulation of transferase activity",229,539,1.8459951607566e-12
"178","GO:BP","GO:0040007","growth",363,941,2.21364664641678e-12
"179","GO:BP","GO:0044839","cell cycle G2/M phase transition",87,154,2.24108023128592e-12
"180","GO:BP","GO:0032392","DNA geometric change",57,85,2.24831853006144e-12
"181","GO:BP","GO:0010639","negative regulation of organelle organization",164,357,3.469904947986e-12
"182","GO:BP","GO:0007051","spindle organization",107,205,3.7452584572138e-12
"183","GO:BP","GO:0009896","positive regulation of catabolic process",227,537,4.40935457493234e-12
"184","GO:BP","GO:0009889","regulation of biosynthetic process",1810,5795,5.09648414258009e-12
"185","GO:BP","GO:0042981","regulation of apoptotic process",526,1458,5.33366159917953e-12
"186","GO:BP","GO:0044093","positive regulation of molecular function",367,959,5.65735710617733e-12
"187","GO:BP","GO:0071103","DNA conformation change",60,93,6.46357107077777e-12
"188","GO:BP","GO:0051310","metaphase chromosome alignment",64,102,6.72277808738217e-12
"189","GO:BP","GO:0006338","chromatin remodeling",275,682,8.95456111961446e-12
"190","GO:BP","GO:0051239","regulation of multicellular organismal process",972,2928,9.94937261457553e-12
"191","GO:BP","GO:0051049","regulation of transport",565,1589,1.1479161251794e-11
"192","GO:BP","GO:0048193","Golgi vesicle transport",142,301,1.27615676791061e-11
"193","GO:BP","GO:0048738","cardiac muscle tissue development",115,229,1.33292799419474e-11
"194","GO:BP","GO:0032880","regulation of protein localization",343,891,1.47750042081855e-11
"195","GO:BP","GO:0016241","regulation of macroautophagy",93,173,1.57080516665808e-11
"196","GO:BP","GO:0051983","regulation of chromosome segregation",75,129,1.58165760609799e-11
"197","GO:BP","GO:0031344","regulation of cell projection organization",270,671,1.91014538874287e-11
"198","GO:BP","GO:0010556","regulation of macromolecule biosynthetic process",1758,5633,1.97283581017753e-11
"199","GO:BP","GO:0051247","positive regulation of protein metabolic process",426,1152,2.31747549731913e-11
"200","GO:BP","GO:0000086","G2/M transition of mitotic cell cycle",78,137,2.39991833239363e-11
"201","GO:BP","GO:0030029","actin filament-based process",314,806,2.76522356309213e-11
"202","GO:BP","GO:0045892","negative regulation of DNA-templated transcription",484,1337,2.83993547728106e-11
"203","GO:BP","GO:1901991","negative regulation of mitotic cell cycle phase transition",96,182,2.85402915574604e-11
"204","GO:BP","GO:0048699","generation of neurons",540,1517,3.16325774524805e-11
"205","GO:BP","GO:1902679","negative regulation of RNA biosynthetic process",488,1352,3.8138199731877e-11
"206","GO:BP","GO:0042176","regulation of protein catabolic process",166,372,4.60920095572969e-11
"207","GO:BP","GO:0104004","cellular response to environmental stimulus",152,333,4.74247731120287e-11
"208","GO:BP","GO:0071214","cellular response to abiotic stimulus",152,333,4.74247731120287e-11
"209","GO:BP","GO:0120035","regulation of plasma membrane bounded cell projection organization",263,655,4.86652104728256e-11
"210","GO:BP","GO:0031570","DNA integrity checkpoint signaling",78,139,6.41106733539008e-11
"211","GO:BP","GO:0000281","mitotic cytokinesis",57,90,7.4775826662894e-11
"212","GO:BP","GO:0032508","DNA duplex unwinding",52,79,7.73416660685346e-11
"213","GO:BP","GO:0060047","heart contraction",115,234,7.73416660685346e-11
"214","GO:BP","GO:0009790","embryo development",416,1130,8.68608979050756e-11
"215","GO:BP","GO:0003015","heart process",119,245,8.68608979050756e-11
"216","GO:BP","GO:0045595","regulation of cell differentiation",556,1577,8.68608979050756e-11
"217","GO:BP","GO:0006368","transcription elongation by RNA polymerase II",69,118,8.71549198825778e-11
"218","GO:BP","GO:0001701","in utero embryonic development",179,412,9.98385313034186e-11
"219","GO:BP","GO:0007165","signal transduction",1847,5979,1.95604827020155e-10
"220","GO:BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis",89,169,2.07238362044096e-10
"221","GO:BP","GO:0008608","attachment of spindle microtubules to kinetochore",39,53,2.15123683164788e-10
"222","GO:BP","GO:0007507","heart development",242,600,2.20536817248117e-10
"223","GO:BP","GO:0031175","neuron projection development",377,1014,2.21886483011004e-10
"224","GO:BP","GO:0007033","vacuole organization",113,232,2.40336907661494e-10
"225","GO:BP","GO:0006302","double-strand break repair",142,312,3.211903427742e-10
"226","GO:BP","GO:0042692","muscle cell differentiation",172,397,3.46304848796359e-10
"227","GO:BP","GO:0030182","neuron differentiation",508,1434,3.59247653533635e-10
"228","GO:BP","GO:0072359","circulatory system development",414,1134,3.64601732833658e-10
"229","GO:BP","GO:0051303","establishment of chromosome localization",67,116,3.79349489280675e-10
"230","GO:BP","GO:0010506","regulation of autophagy",158,358,4.26681163943892e-10
"231","GO:BP","GO:0045944","positive regulation of transcription by RNA polymerase II",453,1261,5.45451154654275e-10
"232","GO:BP","GO:0050000","chromosome localization",70,124,5.63443963969309e-10
"233","GO:BP","GO:0010212","response to ionizing radiation",76,139,6.42700167963889e-10
"234","GO:BP","GO:0051054","positive regulation of DNA metabolic process",131,284,6.42700167963889e-10
"235","GO:BP","GO:0061640","cytoskeleton-dependent cytokinesis",68,120,8.62127449679251e-10
"236","GO:BP","GO:0042274","ribosomal small subunit biogenesis",60,101,8.94895777741526e-10
"237","GO:BP","GO:0000077","DNA damage checkpoint signaling",72,130,9.64896212081201e-10
"238","GO:BP","GO:0033365","protein localization to organelle",429,1189,9.7150807636185e-10
"239","GO:BP","GO:0009719","response to endogenous stimulus",519,1478,9.72414978123262e-10
"240","GO:BP","GO:0048666","neuron development",423,1170,9.75850677894796e-10
"241","GO:BP","GO:0051248","negative regulation of protein metabolic process",275,708,9.8977550814461e-10
"242","GO:BP","GO:0099003","vesicle-mediated transport in synapse",108,223,1.02219135942845e-09
"243","GO:BP","GO:0007088","regulation of mitotic nuclear division",67,118,1.0371226460403e-09
"244","GO:BP","GO:0043549","regulation of kinase activity",195,469,1.13591263858439e-09
"245","GO:BP","GO:0097190","apoptotic signaling pathway",241,606,1.18585547255639e-09
"246","GO:BP","GO:0008654","phospholipid biosynthetic process",119,254,1.52085653182263e-09
"247","GO:BP","GO:0097193","intrinsic apoptotic signaling pathway",141,315,1.53114531269338e-09
"248","GO:BP","GO:0065004","protein-DNA complex assembly",113,238,1.67469912167122e-09
"249","GO:BP","GO:0009314","response to radiation",181,430,1.72076351308565e-09
"250","GO:BP","GO:1904029","regulation of cyclin-dependent protein kinase activity",53,86,1.7745394120425e-09
"251","GO:BP","GO:0000082","G1/S transition of mitotic cell cycle",104,214,1.77990179991882e-09
"252","GO:BP","GO:0031647","regulation of protein stability",144,325,2.29869045507166e-09
"253","GO:BP","GO:0048584","positive regulation of response to stimulus",764,2293,2.42412884970522e-09
"254","GO:BP","GO:0044843","cell cycle G1/S phase transition",114,242,2.48336550625994e-09
"255","GO:BP","GO:2000142","regulation of DNA-templated transcription initiation",51,82,2.48558689957362e-09
"256","GO:BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",51,82,2.48558689957362e-09
"257","GO:BP","GO:0032501","multicellular organismal process",2190,7234,2.57271775713357e-09
"258","GO:BP","GO:0034243","regulation of transcription elongation by RNA polymerase II",53,87,3.22414165611813e-09
"259","GO:BP","GO:0006417","regulation of translation",162,378,3.41009527885719e-09
"260","GO:BP","GO:0099504","synaptic vesicle cycle",98,200,3.4711308997843e-09
"261","GO:BP","GO:0071363","cellular response to growth factor stimulus",264,682,3.50535144490604e-09
"262","GO:BP","GO:0006275","regulation of DNA replication",70,128,3.60078794393483e-09
"263","GO:BP","GO:0006354","DNA-templated transcription elongation",72,133,3.63064964784424e-09
"264","GO:BP","GO:0097435","supramolecular fiber organization",317,846,3.7111746312552e-09
"265","GO:BP","GO:0010468","regulation of gene expression",1701,5515,3.82106263033523e-09
"266","GO:BP","GO:0061136","regulation of proteasomal protein catabolic process",97,198,4.26887658776505e-09
"267","GO:BP","GO:0009987","cellular process",5635,20203,4.26887658776505e-09
"268","GO:BP","GO:0033045","regulation of sister chromatid segregation",60,104,4.26887658776505e-09
"269","GO:BP","GO:0042325","regulation of phosphorylation",351,954,4.60136229307141e-09
"270","GO:BP","GO:1905818","regulation of chromosome separation",47,74,4.67563686941286e-09
"271","GO:BP","GO:0003012","muscle system process",180,432,4.86400660941492e-09
"272","GO:BP","GO:0045859","regulation of protein kinase activity",182,438,4.99850639848978e-09
"273","GO:BP","GO:0060627","regulation of vesicle-mediated transport",210,521,5.1012124253353e-09
"274","GO:BP","GO:0051174","regulation of phosphorus metabolic process",388,1072,5.1870114263656e-09
"275","GO:BP","GO:0080134","regulation of response to stress",476,1354,5.1870114263656e-09
"276","GO:BP","GO:0044238","primary metabolic process",3618,12419,5.33458937495248e-09
"277","GO:BP","GO:0051225","spindle assembly",72,134,5.45318978917887e-09
"278","GO:BP","GO:0070848","response to growth factor",273,713,5.92215630270304e-09
"279","GO:BP","GO:0007264","small GTPase-mediated signal transduction",204,504,5.98316950944194e-09
"280","GO:BP","GO:0071824","protein-DNA complex organization",119,259,6.25441386193209e-09
"281","GO:BP","GO:0019220","regulation of phosphate metabolic process",387,1071,6.82643371047108e-09
"282","GO:BP","GO:0030490","maturation of SSU-rRNA",37,53,7.50889461315885e-09
"283","GO:BP","GO:0051648","vesicle localization",106,224,7.50889461315885e-09
"284","GO:BP","GO:0048589","developmental growth",258,669,8.21112877654591e-09
"285","GO:BP","GO:0043085","positive regulation of catalytic activity",241,618,9.58512739621577e-09
"286","GO:BP","GO:0071897","DNA biosynthetic process",90,182,1.00641317901161e-08
"287","GO:BP","GO:0051493","regulation of cytoskeleton organization",207,517,1.30979874959798e-08
"288","GO:BP","GO:0009411","response to UV",79,154,1.33242571735154e-08
"289","GO:BP","GO:0071495","cellular response to endogenous stimulus",430,1215,1.53686958372613e-08
"290","GO:BP","GO:0030036","actin cytoskeleton organization",273,719,1.5415725185105e-08
"291","GO:BP","GO:0009967","positive regulation of signal transduction",538,1566,1.61262131349e-08
"292","GO:BP","GO:0060260","regulation of transcription initiation by RNA polymerase II",46,74,1.95428062109977e-08
"293","GO:BP","GO:0008016","regulation of heart contraction",96,200,1.98592441917412e-08
"294","GO:BP","GO:0032386","regulation of intracellular transport",120,266,2.04959010217533e-08
"295","GO:BP","GO:0007167","enzyme-linked receptor protein signaling pathway",349,959,2.10209499112393e-08
"296","GO:BP","GO:0051094","positive regulation of developmental process",465,1331,2.15673925048873e-08
"297","GO:BP","GO:0007034","vacuolar transport",85,171,2.17749774326564e-08
"298","GO:BP","GO:0006936","muscle contraction",147,343,2.21586886107738e-08
"299","GO:BP","GO:0048284","organelle fusion",80,158,2.24346884669971e-08
"300","GO:BP","GO:0007080","mitotic metaphase chromosome alignment",40,61,2.511860860303e-08
"301","GO:BP","GO:0040008","regulation of growth",240,621,2.65680894580416e-08
"302","GO:BP","GO:1902532","negative regulation of intracellular signal transduction",246,640,2.9506127014187e-08
"303","GO:BP","GO:0006282","regulation of DNA repair",101,215,3.09868827387392e-08
"304","GO:BP","GO:2000144","positive regulation of DNA-templated transcription initiation",43,68,3.16018763632709e-08
"305","GO:BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",54,94,3.97426233413455e-08
"306","GO:BP","GO:0031032","actomyosin structure organization",97,205,4.06702546808962e-08
"307","GO:BP","GO:0051650","establishment of vesicle localization",97,205,4.06702546808962e-08
"308","GO:BP","GO:0007098","centrosome cycle",72,139,4.29164139169753e-08
"309","GO:BP","GO:0007052","mitotic spindle organization",70,134,4.48499342500992e-08
"310","GO:BP","GO:0060048","cardiac muscle contraction",70,134,4.48499342500992e-08
"311","GO:BP","GO:0010975","regulation of neuron projection development",185,458,4.67175274522853e-08
"312","GO:BP","GO:0098657","import into cell",335,921,4.77846459626636e-08
"313","GO:BP","GO:0044784","metaphase/anaphase transition of cell cycle",55,97,5.25486496779541e-08
"314","GO:BP","GO:0007032","endosome organization",55,97,5.25486496779541e-08
"315","GO:BP","GO:0031400","negative regulation of protein modification process",156,373,5.25486496779541e-08
"316","GO:BP","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",27,35,5.43923935437227e-08
"317","GO:BP","GO:0045597","positive regulation of cell differentiation",317,866,6.11256245193995e-08
"318","GO:BP","GO:0023056","positive regulation of signaling",600,1784,6.21933438774687e-08
"319","GO:BP","GO:0031346","positive regulation of cell projection organization",150,357,7.31971875891797e-08
"320","GO:BP","GO:0051169","nuclear transport",141,331,7.47218143792007e-08
"321","GO:BP","GO:0006913","nucleocytoplasmic transport",141,331,7.47218143792007e-08
"322","GO:BP","GO:0071478","cellular response to radiation",87,180,7.52715903701944e-08
"323","GO:BP","GO:0051304","chromosome separation",48,81,7.57680817587015e-08
"324","GO:BP","GO:0044057","regulation of system process",212,542,7.61260041702629e-08
"325","GO:BP","GO:0070201","regulation of establishment of protein localization",211,539,7.63801630772574e-08
"326","GO:BP","GO:0098876","vesicle-mediated transport to the plasma membrane",76,151,7.78868082571901e-08
"327","GO:BP","GO:1903050","regulation of proteolysis involved in protein catabolic process",108,238,8.88095439532521e-08
